slot_id,provider_id,clinic_id,specialty,slot_start_ts,slot_end_ts,modality,visit_type,slot_status,base_priority_score
SL00465,PR004,CL003,orthopedics,2026-04-29T08:00:00,2026-04-29T08:40:00,in_person,new_issue,open,0.9
SL00466,PR004,CL003,orthopedics,2026-04-29T08:30:00,2026-04-29T09:10:00,telehealth,follow_up,open,0.71
SL00467,PR004,CL003,orthopedics,2026-04-29T09:00:00,2026-04-29T09:40:00,in_person,follow_up,held,0.74
SL00468,PR004,CL003,orthopedics,2026-04-29T09:30:00,2026-04-29T10:10:00,in_person,new_issue,open,0.54
SL00469,PR004,CL003,orthopedics,2026-04-29T10:00:00,2026-04-29T10:40:00,in_person,new_issue,open,0.51
SL00470,PR004,CL003,orthopedics,2026-04-29T10:30:00,2026-04-29T11:10:00,in_person,existing_concern,open,0.88
SL00471,PR004,CL003,orthopedics,2026-04-29T11:00:00,2026-04-29T11:40:00,in_person,new_issue,blocked,0.83
SL00472,PR004,CL003,orthopedics,2026-04-29T11:30:00,2026-04-29T12:10:00,in_person,follow_up,blocked,0.48
SL00473,PR004,CL003,orthopedics,2026-04-29T13:00:00,2026-04-29T13:40:00,in_person,follow_up,open,0.4
SL00474,PR004,CL003,orthopedics,2026-04-29T13:30:00,2026-04-29T14:10:00,in_person,new_issue,open,0.74
SL00475,PR004,CL003,orthopedics,2026-04-29T14:00:00,2026-04-29T14:40:00,in_person,new_issue,open,0.89
SL00476,PR004,CL003,orthopedics,2026-04-29T14:30:00,2026-04-29T15:10:00,in_person,existing_concern,open,0.83
SL00477,PR004,CL003,orthopedics,2026-04-29T15:00:00,2026-04-29T15:40:00,in_person,new_issue,open,0.48
SL00478,PR004,CL003,orthopedics,2026-04-29T15:30:00,2026-04-29T16:10:00,in_person,existing_concern,open,0.46
SL00479,PR004,CL003,orthopedics,2026-04-29T16:00:00,2026-04-29T16:40:00,in_person,new_issue,held,0.48
SL00480,PR004,CL003,orthopedics,2026-04-29T16:30:00,2026-04-29T17:10:00,telehealth,follow_up,open,0.49
SL00481,PR004,CL003,orthopedics,2026-04-30T08:00:00,2026-04-30T08:40:00,in_person,follow_up,open,0.91
SL00482,PR004,CL003,orthopedics,2026-04-30T08:30:00,2026-04-30T09:10:00,telehealth,follow_up,held,0.94
SL00483,PR004,CL003,orthopedics,2026-04-30T09:00:00,2026-04-30T09:40:00,in_person,existing_concern,open,0.84
SL00484,PR004,CL003,orthopedics,2026-04-30T09:30:00,2026-04-30T10:10:00,telehealth,new_issue,open,0.68
SL00485,PR004,CL003,orthopedics,2026-04-30T10:00:00,2026-04-30T10:40:00,in_person,existing_concern,open,0.46
SL00486,PR004,CL003,orthopedics,2026-04-30T10:30:00,2026-04-30T11:10:00,in_person,new_issue,blocked,0.57
SL00487,PR004,CL003,orthopedics,2026-04-30T11:00:00,2026-04-30T11:40:00,in_person,new_issue,blocked,0.93
SL00488,PR004,CL003,orthopedics,2026-04-30T11:30:00,2026-04-30T12:10:00,telehealth,follow_up,open,0.52
SL00489,PR004,CL003,orthopedics,2026-04-30T13:00:00,2026-04-30T13:40:00,telehealth,new_issue,open,0.7
SL00490,PR004,CL003,orthopedics,2026-04-30T13:30:00,2026-04-30T14:10:00,in_person,existing_concern,open,0.67
SL00491,PR004,CL003,orthopedics,2026-04-30T14:00:00,2026-04-30T14:40:00,in_person,follow_up,blocked,0.87
SL00492,PR004,CL003,orthopedics,2026-04-30T14:30:00,2026-04-30T15:10:00,in_person,existing_concern,open,0.79
SL00493,PR004,CL003,orthopedics,2026-04-30T15:00:00,2026-04-30T15:40:00,in_person,follow_up,open,0.93
SL00494,PR004,CL003,orthopedics,2026-04-30T15:30:00,2026-04-30T16:10:00,in_person,existing_concern,open,0.83
SL00495,PR004,CL003,orthopedics,2026-04-30T16:00:00,2026-04-30T16:40:00,in_person,follow_up,open,0.78
SL00496,PR004,CL003,orthopedics,2026-04-30T16:30:00,2026-04-30T17:10:00,telehealth,follow_up,open,0.7
SL00497,PR004,CL003,orthopedics,2026-05-01T08:00:00,2026-05-01T08:40:00,telehealth,existing_concern,open,0.63
SL00498,PR004,CL003,orthopedics,2026-05-01T08:30:00,2026-05-01T09:10:00,telehealth,follow_up,open,0.48
SL00499,PR004,CL003,orthopedics,2026-05-01T09:00:00,2026-05-01T09:40:00,in_person,follow_up,open,0.89
SL00500,PR004,CL003,orthopedics,2026-05-01T09:30:00,2026-05-01T10:10:00,telehealth,new_issue,open,0.68
SL00501,PR004,CL003,orthopedics,2026-05-01T10:00:00,2026-05-01T10:40:00,in_person,existing_concern,open,0.61
SL00502,PR004,CL003,orthopedics,2026-05-01T10:30:00,2026-05-01T11:10:00,in_person,new_issue,open,0.45
SL00503,PR004,CL003,orthopedics,2026-05-01T11:00:00,2026-05-01T11:40:00,telehealth,new_issue,held,0.43
SL00504,PR004,CL003,orthopedics,2026-05-01T11:30:00,2026-05-01T12:10:00,telehealth,existing_concern,open,0.76
SL00505,PR004,CL003,orthopedics,2026-05-01T13:00:00,2026-05-01T13:40:00,telehealth,existing_concern,open,0.93
SL00506,PR004,CL003,orthopedics,2026-05-01T13:30:00,2026-05-01T14:10:00,in_person,follow_up,open,0.87
SL00507,PR004,CL003,orthopedics,2026-05-01T14:00:00,2026-05-01T14:40:00,telehealth,follow_up,open,0.95
SL00508,PR004,CL003,orthopedics,2026-05-01T14:30:00,2026-05-01T15:10:00,in_person,existing_concern,open,0.88
SL00509,PR004,CL003,orthopedics,2026-05-01T15:00:00,2026-05-01T15:40:00,in_person,existing_concern,open,0.94
SL00510,PR004,CL003,orthopedics,2026-05-01T15:30:00,2026-05-01T16:10:00,in_person,existing_concern,open,0.85
SL00511,PR004,CL003,orthopedics,2026-05-01T16:00:00,2026-05-01T16:40:00,in_person,existing_concern,open,0.77
SL00512,PR004,CL003,orthopedics,2026-05-01T16:30:00,2026-05-01T17:10:00,telehealth,follow_up,open,0.86
SL00513,PR004,CL003,orthopedics,2026-05-04T08:00:00,2026-05-04T08:40:00,in_person,existing_concern,open,0.71
SL00514,PR004,CL003,orthopedics,2026-05-04T08:30:00,2026-05-04T09:10:00,in_person,new_issue,held,0.69
SL00515,PR004,CL003,orthopedics,2026-05-04T09:00:00,2026-05-04T09:40:00,telehealth,new_issue,open,0.85
SL00516,PR004,CL003,orthopedics,2026-05-04T09:30:00,2026-05-04T10:10:00,in_person,existing_concern,open,0.85
SL00517,PR004,CL003,orthopedics,2026-05-04T10:00:00,2026-05-04T10:40:00,in_person,new_issue,open,0.86
SL00518,PR004,CL003,orthopedics,2026-05-04T10:30:00,2026-05-04T11:10:00,telehealth,new_issue,open,0.6
SL00519,PR004,CL003,orthopedics,2026-05-04T11:00:00,2026-05-04T11:40:00,in_person,new_issue,open,0.79
SL00520,PR004,CL003,orthopedics,2026-05-04T11:30:00,2026-05-04T12:10:00,in_person,new_issue,open,0.76
SL00521,PR004,CL003,orthopedics,2026-05-04T13:00:00,2026-05-04T13:40:00,telehealth,existing_concern,open,0.76
SL00522,PR004,CL003,orthopedics,2026-05-04T13:30:00,2026-05-04T14:10:00,in_person,follow_up,open,0.65
SL00523,PR004,CL003,orthopedics,2026-05-04T14:00:00,2026-05-04T14:40:00,in_person,follow_up,open,0.8
SL00524,PR004,CL003,orthopedics,2026-05-04T14:30:00,2026-05-04T15:10:00,in_person,existing_concern,open,0.77
SL00525,PR004,CL003,orthopedics,2026-05-04T15:00:00,2026-05-04T15:40:00,in_person,follow_up,open,0.53
SL00526,PR004,CL003,orthopedics,2026-05-04T15:30:00,2026-05-04T16:10:00,in_person,existing_concern,open,0.61
SL00527,PR004,CL003,orthopedics,2026-05-04T16:00:00,2026-05-04T16:40:00,in_person,existing_concern,open,0.71
SL00528,PR004,CL003,orthopedics,2026-05-04T16:30:00,2026-05-04T17:10:00,in_person,existing_concern,open,0.79
SL00529,PR004,CL003,orthopedics,2026-05-05T08:00:00,2026-05-05T08:40:00,in_person,follow_up,open,0.86
SL00530,PR004,CL003,orthopedics,2026-05-05T08:30:00,2026-05-05T09:10:00,in_person,existing_concern,open,0.87
SL00531,PR004,CL003,orthopedics,2026-05-05T09:00:00,2026-05-05T09:40:00,in_person,new_issue,open,0.84
SL00532,PR004,CL003,orthopedics,2026-05-05T09:30:00,2026-05-05T10:10:00,telehealth,follow_up,held,0.79
SL00533,PR004,CL003,orthopedics,2026-05-05T10:00:00,2026-05-05T10:40:00,in_person,follow_up,open,0.81
SL00534,PR004,CL003,orthopedics,2026-05-05T10:30:00,2026-05-05T11:10:00,in_person,follow_up,open,0.85
SL00535,PR004,CL003,orthopedics,2026-05-05T11:00:00,2026-05-05T11:40:00,in_person,new_issue,open,0.72
SL00536,PR004,CL003,orthopedics,2026-05-05T11:30:00,2026-05-05T12:10:00,telehealth,new_issue,blocked,0.87
SL00537,PR004,CL003,orthopedics,2026-05-05T13:00:00,2026-05-05T13:40:00,telehealth,follow_up,open,0.51
SL00538,PR004,CL003,orthopedics,2026-05-05T13:30:00,2026-05-05T14:10:00,in_person,new_issue,open,0.61
SL00539,PR004,CL003,orthopedics,2026-05-05T14:00:00,2026-05-05T14:40:00,telehealth,follow_up,open,0.9
SL00540,PR004,CL003,orthopedics,2026-05-05T14:30:00,2026-05-05T15:10:00,in_person,new_issue,open,0.65
SL00541,PR004,CL003,orthopedics,2026-05-05T15:00:00,2026-05-05T15:40:00,in_person,existing_concern,open,0.63
SL00542,PR004,CL003,orthopedics,2026-05-05T15:30:00,2026-05-05T16:10:00,in_person,new_issue,held,0.64
SL00543,PR004,CL003,orthopedics,2026-05-05T16:00:00,2026-05-05T16:40:00,in_person,new_issue,open,0.85
SL00544,PR004,CL003,orthopedics,2026-05-05T16:30:00,2026-05-05T17:10:00,telehealth,new_issue,open,0.62
SL00545,PR005,CL003,endocrinology,2026-04-23T08:00:00,2026-04-23T08:20:00,telehealth,follow_up,open,0.82
SL00546,PR005,CL003,endocrinology,2026-04-23T08:30:00,2026-04-23T08:50:00,in_person,new_issue,open,0.44
SL00547,PR005,CL003,endocrinology,2026-04-23T09:00:00,2026-04-23T09:20:00,in_person,new_issue,open,0.87
SL00548,PR005,CL003,endocrinology,2026-04-23T09:30:00,2026-04-23T09:50:00,in_person,existing_concern,open,0.85
SL00549,PR005,CL003,endocrinology,2026-04-23T10:00:00,2026-04-23T10:20:00,in_person,existing_concern,open,0.87
SL00550,PR005,CL003,endocrinology,2026-04-23T10:30:00,2026-04-23T10:50:00,telehealth,existing_concern,open,0.86
SL00551,PR005,CL003,endocrinology,2026-04-23T11:00:00,2026-04-23T11:20:00,in_person,follow_up,open,0.88
SL00552,PR005,CL003,endocrinology,2026-04-23T11:30:00,2026-04-23T11:50:00,in_person,follow_up,open,0.69
SL00553,PR005,CL003,endocrinology,2026-04-23T13:00:00,2026-04-23T13:20:00,in_person,new_issue,blocked,0.55
SL00554,PR005,CL003,endocrinology,2026-04-23T13:30:00,2026-04-23T13:50:00,in_person,new_issue,open,0.54
SL00555,PR005,CL003,endocrinology,2026-04-23T14:00:00,2026-04-23T14:20:00,in_person,existing_concern,open,0.89
SL00556,PR005,CL003,endocrinology,2026-04-23T14:30:00,2026-04-23T14:50:00,telehealth,new_issue,open,0.54
SL00557,PR005,CL003,endocrinology,2026-04-23T15:00:00,2026-04-23T15:20:00,in_person,follow_up,open,0.54
SL00558,PR005,CL003,endocrinology,2026-04-23T15:30:00,2026-04-23T15:50:00,in_person,new_issue,open,0.7
SL00559,PR005,CL003,endocrinology,2026-04-23T16:00:00,2026-04-23T16:20:00,in_person,follow_up,open,0.79
SL00560,PR005,CL003,endocrinology,2026-04-23T16:30:00,2026-04-23T16:50:00,in_person,follow_up,held,0.59
SL00561,PR005,CL003,endocrinology,2026-04-24T08:00:00,2026-04-24T08:20:00,telehealth,existing_concern,open,0.8
SL00562,PR005,CL003,endocrinology,2026-04-24T08:30:00,2026-04-24T08:50:00,in_person,existing_concern,open,0.92
SL00563,PR005,CL003,endocrinology,2026-04-24T09:00:00,2026-04-24T09:20:00,in_person,new_issue,open,0.84
SL00564,PR005,CL003,endocrinology,2026-04-24T09:30:00,2026-04-24T09:50:00,in_person,new_issue,open,0.84
SL00565,PR005,CL003,endocrinology,2026-04-24T10:00:00,2026-04-24T10:20:00,telehealth,existing_concern,open,0.91
SL00566,PR005,CL003,endocrinology,2026-04-24T10:30:00,2026-04-24T10:50:00,in_person,new_issue,open,0.43
SL00567,PR005,CL003,endocrinology,2026-04-24T11:00:00,2026-04-24T11:20:00,in_person,existing_concern,open,0.48
SL00568,PR005,CL003,endocrinology,2026-04-24T11:30:00,2026-04-24T11:50:00,in_person,existing_concern,open,0.41
SL00569,PR005,CL003,endocrinology,2026-04-24T13:00:00,2026-04-24T13:20:00,telehealth,existing_concern,open,0.49
SL00570,PR005,CL003,endocrinology,2026-04-24T13:30:00,2026-04-24T13:50:00,in_person,existing_concern,open,0.81
SL00571,PR005,CL003,endocrinology,2026-04-24T14:00:00,2026-04-24T14:20:00,in_person,existing_concern,open,0.48
SL00572,PR005,CL003,endocrinology,2026-04-24T14:30:00,2026-04-24T14:50:00,telehealth,new_issue,open,0.66
SL00573,PR005,CL003,endocrinology,2026-04-24T15:00:00,2026-04-24T15:20:00,in_person,new_issue,blocked,0.63
SL00574,PR005,CL003,endocrinology,2026-04-24T15:30:00,2026-04-24T15:50:00,telehealth,follow_up,open,0.64
SL00575,PR005,CL003,endocrinology,2026-04-24T16:00:00,2026-04-24T16:20:00,in_person,new_issue,open,0.91
SL00576,PR005,CL003,endocrinology,2026-04-24T16:30:00,2026-04-24T16:50:00,in_person,new_issue,open,0.65
SL00577,PR005,CL003,endocrinology,2026-04-27T08:00:00,2026-04-27T08:20:00,telehealth,follow_up,open,0.8
SL00578,PR005,CL003,endocrinology,2026-04-27T08:30:00,2026-04-27T08:50:00,in_person,follow_up,open,0.86
SL00579,PR005,CL003,endocrinology,2026-04-27T09:00:00,2026-04-27T09:20:00,in_person,existing_concern,blocked,0.62
SL00580,PR005,CL003,endocrinology,2026-04-27T09:30:00,2026-04-27T09:50:00,in_person,follow_up,open,0.75
SL00581,PR005,CL003,endocrinology,2026-04-27T10:00:00,2026-04-27T10:20:00,in_person,existing_concern,open,0.45
SL00582,PR005,CL003,endocrinology,2026-04-27T10:30:00,2026-04-27T10:50:00,in_person,new_issue,open,0.64
SL00583,PR005,CL003,endocrinology,2026-04-27T11:00:00,2026-04-27T11:20:00,telehealth,follow_up,open,0.86
SL00584,PR005,CL003,endocrinology,2026-04-27T11:30:00,2026-04-27T11:50:00,in_person,existing_concern,held,0.95
SL00585,PR005,CL003,endocrinology,2026-04-27T13:00:00,2026-04-27T13:20:00,telehealth,existing_concern,open,0.67
SL00586,PR005,CL003,endocrinology,2026-04-27T13:30:00,2026-04-27T13:50:00,in_person,follow_up,held,0.9
SL00587,PR005,CL003,endocrinology,2026-04-27T14:00:00,2026-04-27T14:20:00,in_person,follow_up,open,0.57
SL00588,PR005,CL003,endocrinology,2026-04-27T14:30:00,2026-04-27T14:50:00,telehealth,existing_concern,open,0.51
SL00589,PR005,CL003,endocrinology,2026-04-27T15:00:00,2026-04-27T15:20:00,in_person,follow_up,open,0.82
SL00590,PR005,CL003,endocrinology,2026-04-27T15:30:00,2026-04-27T15:50:00,in_person,existing_concern,held,0.42
SL00591,PR005,CL003,endocrinology,2026-04-27T16:00:00,2026-04-27T16:20:00,telehealth,new_issue,blocked,0.59
SL00592,PR005,CL003,endocrinology,2026-04-27T16:30:00,2026-04-27T16:50:00,in_person,existing_concern,open,0.49
SL00593,PR005,CL003,endocrinology,2026-04-28T08:00:00,2026-04-28T08:20:00,in_person,new_issue,open,0.6
SL00594,PR005,CL003,endocrinology,2026-04-28T08:30:00,2026-04-28T08:50:00,in_person,follow_up,open,0.8
SL00595,PR005,CL003,endocrinology,2026-04-28T09:00:00,2026-04-28T09:20:00,in_person,new_issue,open,0.46
SL00596,PR005,CL003,endocrinology,2026-04-28T09:30:00,2026-04-28T09:50:00,in_person,existing_concern,open,0.42
SL00597,PR005,CL003,endocrinology,2026-04-28T10:00:00,2026-04-28T10:20:00,in_person,existing_concern,open,0.63
SL00598,PR005,CL003,endocrinology,2026-04-28T10:30:00,2026-04-28T10:50:00,telehealth,new_issue,open,0.86
SL00599,PR005,CL003,endocrinology,2026-04-28T11:00:00,2026-04-28T11:20:00,in_person,follow_up,open,0.8
SL00600,PR005,CL003,endocrinology,2026-04-28T11:30:00,2026-04-28T11:50:00,in_person,new_issue,open,0.45
SL00601,PR005,CL003,endocrinology,2026-04-28T13:00:00,2026-04-28T13:20:00,in_person,existing_concern,open,0.66
SL00602,PR005,CL003,endocrinology,2026-04-28T13:30:00,2026-04-28T13:50:00,in_person,follow_up,open,0.88
SL00603,PR005,CL003,endocrinology,2026-04-28T14:00:00,2026-04-28T14:20:00,in_person,new_issue,open,0.69
SL00604,PR005,CL003,endocrinology,2026-04-28T14:30:00,2026-04-28T14:50:00,in_person,follow_up,open,0.49
SL00605,PR005,CL003,endocrinology,2026-04-28T15:00:00,2026-04-28T15:20:00,telehealth,new_issue,open,0.6
SL00606,PR005,CL003,endocrinology,2026-04-28T15:30:00,2026-04-28T15:50:00,in_person,follow_up,open,0.51
SL00607,PR005,CL003,endocrinology,2026-04-28T16:00:00,2026-04-28T16:20:00,in_person,new_issue,open,0.69
SL00608,PR005,CL003,endocrinology,2026-04-28T16:30:00,2026-04-28T16:50:00,in_person,new_issue,open,0.92
SL00609,PR005,CL003,endocrinology,2026-04-29T08:00:00,2026-04-29T08:20:00,telehealth,existing_concern,open,0.81
SL00610,PR005,CL003,endocrinology,2026-04-29T08:30:00,2026-04-29T08:50:00,in_person,new_issue,open,0.55
SL00611,PR005,CL003,endocrinology,2026-04-29T09:00:00,2026-04-29T09:20:00,in_person,follow_up,open,0.68
SL00612,PR005,CL003,endocrinology,2026-04-29T09:30:00,2026-04-29T09:50:00,in_person,existing_concern,held,0.45
SL00613,PR005,CL003,endocrinology,2026-04-29T10:00:00,2026-04-29T10:20:00,telehealth,new_issue,open,0.73
SL00614,PR005,CL003,endocrinology,2026-04-29T10:30:00,2026-04-29T10:50:00,telehealth,existing_concern,open,0.85
SL00615,PR005,CL003,endocrinology,2026-04-29T11:00:00,2026-04-29T11:20:00,in_person,existing_concern,open,0.45
SL00616,PR005,CL003,endocrinology,2026-04-29T11:30:00,2026-04-29T11:50:00,in_person,existing_concern,open,0.5
SL00617,PR005,CL003,endocrinology,2026-04-29T13:00:00,2026-04-29T13:20:00,in_person,follow_up,open,0.82
SL00618,PR005,CL003,endocrinology,2026-04-29T13:30:00,2026-04-29T13:50:00,telehealth,new_issue,open,0.92
SL00619,PR005,CL003,endocrinology,2026-04-29T14:00:00,2026-04-29T14:20:00,in_person,follow_up,open,0.83
SL00620,PR005,CL003,endocrinology,2026-04-29T14:30:00,2026-04-29T14:50:00,in_person,existing_concern,open,0.49
SL00621,PR005,CL003,endocrinology,2026-04-29T15:00:00,2026-04-29T15:20:00,in_person,new_issue,open,0.91
SL00622,PR005,CL003,endocrinology,2026-04-29T15:30:00,2026-04-29T15:50:00,telehealth,follow_up,open,0.44
SL00623,PR005,CL003,endocrinology,2026-04-29T16:00:00,2026-04-29T16:20:00,in_person,follow_up,open,0.69
SL00624,PR005,CL003,endocrinology,2026-04-29T16:30:00,2026-04-29T16:50:00,in_person,new_issue,open,0.75
SL00625,PR005,CL003,endocrinology,2026-04-30T08:00:00,2026-04-30T08:20:00,telehealth,new_issue,open,0.83
SL00626,PR005,CL003,endocrinology,2026-04-30T08:30:00,2026-04-30T08:50:00,in_person,existing_concern,open,0.59
SL00627,PR005,CL003,endocrinology,2026-04-30T09:00:00,2026-04-30T09:20:00,in_person,follow_up,open,0.81
SL00628,PR005,CL003,endocrinology,2026-04-30T09:30:00,2026-04-30T09:50:00,in_person,follow_up,open,0.92
SL00629,PR005,CL003,endocrinology,2026-04-30T10:00:00,2026-04-30T10:20:00,in_person,existing_concern,open,0.83
SL00630,PR005,CL003,endocrinology,2026-04-30T10:30:00,2026-04-30T10:50:00,telehealth,existing_concern,open,0.61
SL00631,PR005,CL003,endocrinology,2026-04-30T11:00:00,2026-04-30T11:20:00,telehealth,existing_concern,open,0.93
SL00632,PR005,CL003,endocrinology,2026-04-30T11:30:00,2026-04-30T11:50:00,telehealth,existing_concern,held,0.46
SL00633,PR005,CL003,endocrinology,2026-04-30T13:00:00,2026-04-30T13:20:00,in_person,new_issue,open,0.72
SL00634,PR005,CL003,endocrinology,2026-04-30T13:30:00,2026-04-30T13:50:00,telehealth,new_issue,open,0.72
SL00635,PR005,CL003,endocrinology,2026-04-30T14:00:00,2026-04-30T14:20:00,telehealth,existing_concern,open,0.76
SL00636,PR005,CL003,endocrinology,2026-04-30T14:30:00,2026-04-30T14:50:00,in_person,existing_concern,open,0.92
SL00637,PR005,CL003,endocrinology,2026-04-30T15:00:00,2026-04-30T15:20:00,in_person,follow_up,held,0.53
SL00638,PR005,CL003,endocrinology,2026-04-30T15:30:00,2026-04-30T15:50:00,telehealth,follow_up,open,0.9
SL00639,PR005,CL003,endocrinology,2026-04-30T16:00:00,2026-04-30T16:20:00,in_person,follow_up,open,0.67
SL00640,PR005,CL003,endocrinology,2026-04-30T16:30:00,2026-04-30T16:50:00,in_person,new_issue,open,0.66
SL00641,PR005,CL003,endocrinology,2026-05-01T08:00:00,2026-05-01T08:20:00,in_person,follow_up,open,0.7
SL00642,PR005,CL003,endocrinology,2026-05-01T08:30:00,2026-05-01T08:50:00,in_person,follow_up,open,0.66
SL00643,PR005,CL003,endocrinology,2026-05-01T09:00:00,2026-05-01T09:20:00,in_person,follow_up,open,0.95
SL00644,PR005,CL003,endocrinology,2026-05-01T09:30:00,2026-05-01T09:50:00,in_person,existing_concern,held,0.62
SL00645,PR005,CL003,endocrinology,2026-05-01T10:00:00,2026-05-01T10:20:00,telehealth,new_issue,open,0.78
SL00646,PR005,CL003,endocrinology,2026-05-01T10:30:00,2026-05-01T10:50:00,in_person,follow_up,open,0.5
SL00647,PR005,CL003,endocrinology,2026-05-01T11:00:00,2026-05-01T11:20:00,in_person,follow_up,blocked,0.6
SL00648,PR005,CL003,endocrinology,2026-05-01T11:30:00,2026-05-01T11:50:00,in_person,follow_up,held,0.74
SL00649,PR005,CL003,endocrinology,2026-05-01T13:00:00,2026-05-01T13:20:00,in_person,follow_up,open,0.93
SL00650,PR005,CL003,endocrinology,2026-05-01T13:30:00,2026-05-01T13:50:00,telehealth,existing_concern,open,0.86
SL00651,PR005,CL003,endocrinology,2026-05-01T14:00:00,2026-05-01T14:20:00,in_person,follow_up,open,0.4
SL00652,PR005,CL003,endocrinology,2026-05-01T14:30:00,2026-05-01T14:50:00,in_person,new_issue,held,0.65
SL00653,PR005,CL003,endocrinology,2026-05-01T15:00:00,2026-05-01T15:20:00,telehealth,follow_up,open,0.77
SL00654,PR005,CL003,endocrinology,2026-05-01T15:30:00,2026-05-01T15:50:00,telehealth,existing_concern,open,0.68
SL00655,PR005,CL003,endocrinology,2026-05-01T16:00:00,2026-05-01T16:20:00,in_person,new_issue,held,0.89
SL00656,PR005,CL003,endocrinology,2026-05-01T16:30:00,2026-05-01T16:50:00,telehealth,follow_up,open,0.74
SL00657,PR005,CL003,endocrinology,2026-05-04T08:00:00,2026-05-04T08:20:00,in_person,follow_up,open,0.79
SL00658,PR005,CL003,endocrinology,2026-05-04T08:30:00,2026-05-04T08:50:00,telehealth,follow_up,held,0.84
SL00659,PR005,CL003,endocrinology,2026-05-04T09:00:00,2026-05-04T09:20:00,in_person,existing_concern,open,0.6
SL00660,PR005,CL003,endocrinology,2026-05-04T09:30:00,2026-05-04T09:50:00,in_person,new_issue,open,0.89
SL00661,PR005,CL003,endocrinology,2026-05-04T10:00:00,2026-05-04T10:20:00,in_person,existing_concern,open,0.57
SL00662,PR005,CL003,endocrinology,2026-05-04T10:30:00,2026-05-04T10:50:00,telehealth,new_issue,open,0.81
SL00663,PR005,CL003,endocrinology,2026-05-04T11:00:00,2026-05-04T11:20:00,in_person,follow_up,open,0.4
SL00664,PR005,CL003,endocrinology,2026-05-04T11:30:00,2026-05-04T11:50:00,in_person,new_issue,open,0.9
SL00665,PR005,CL003,endocrinology,2026-05-04T13:00:00,2026-05-04T13:20:00,telehealth,new_issue,blocked,0.5
SL00666,PR005,CL003,endocrinology,2026-05-04T13:30:00,2026-05-04T13:50:00,telehealth,existing_concern,blocked,0.75
SL00667,PR005,CL003,endocrinology,2026-05-04T14:00:00,2026-05-04T14:20:00,in_person,follow_up,open,0.41
SL00668,PR005,CL003,endocrinology,2026-05-04T14:30:00,2026-05-04T14:50:00,telehealth,follow_up,open,0.84
SL00669,PR005,CL003,endocrinology,2026-05-04T15:00:00,2026-05-04T15:20:00,telehealth,existing_concern,open,0.93
SL00670,PR005,CL003,endocrinology,2026-05-04T15:30:00,2026-05-04T15:50:00,telehealth,follow_up,open,0.55
SL00671,PR005,CL003,endocrinology,2026-05-04T16:00:00,2026-05-04T16:20:00,in_person,existing_concern,open,0.43
SL00672,PR005,CL003,endocrinology,2026-05-04T16:30:00,2026-05-04T16:50:00,telehealth,follow_up,held,0.51
SL00673,PR005,CL003,endocrinology,2026-05-05T08:00:00,2026-05-05T08:20:00,in_person,new_issue,open,0.69
SL00674,PR005,CL003,endocrinology,2026-05-05T08:30:00,2026-05-05T08:50:00,telehealth,follow_up,held,0.72
SL00675,PR005,CL003,endocrinology,2026-05-05T09:00:00,2026-05-05T09:20:00,in_person,follow_up,blocked,0.5
SL00676,PR005,CL003,endocrinology,2026-05-05T09:30:00,2026-05-05T09:50:00,in_person,follow_up,open,0.58
SL00677,PR005,CL003,endocrinology,2026-05-05T10:00:00,2026-05-05T10:20:00,in_person,follow_up,open,0.54
SL00678,PR005,CL003,endocrinology,2026-05-05T10:30:00,2026-05-05T10:50:00,in_person,follow_up,open,0.93
SL00679,PR005,CL003,endocrinology,2026-05-05T11:00:00,2026-05-05T11:20:00,in_person,new_issue,open,0.9
SL00680,PR005,CL003,endocrinology,2026-05-05T11:30:00,2026-05-05T11:50:00,in_person,existing_concern,open,0.75
SL00681,PR005,CL003,endocrinology,2026-05-05T13:00:00,2026-05-05T13:20:00,in_person,new_issue,open,0.82
SL00682,PR005,CL003,endocrinology,2026-05-05T13:30:00,2026-05-05T13:50:00,in_person,existing_concern,open,0.77
SL00683,PR005,CL003,endocrinology,2026-05-05T14:00:00,2026-05-05T14:20:00,in_person,follow_up,open,0.79
SL00684,PR005,CL003,endocrinology,2026-05-05T14:30:00,2026-05-05T14:50:00,in_person,existing_concern,open,0.87
SL00685,PR005,CL003,endocrinology,2026-05-05T15:00:00,2026-05-05T15:20:00,in_person,follow_up,open,0.41
SL00686,PR005,CL003,endocrinology,2026-05-05T15:30:00,2026-05-05T15:50:00,telehealth,existing_concern,open,0.59
SL00687,PR005,CL003,endocrinology,2026-05-05T16:00:00,2026-05-05T16:20:00,in_person,follow_up,blocked,0.89
SL00688,PR005,CL003,endocrinology,2026-05-05T16:30:00,2026-05-05T16:50:00,telehealth,new_issue,open,0.77
SL00689,PR006,CL002,family_medicine,2026-04-22T08:00:00,2026-04-22T08:40:00,telehealth,new_issue,held,0.49
SL00690,PR006,CL002,family_medicine,2026-04-22T08:30:00,2026-04-22T09:10:00,in_person,existing_concern,open,0.78
SL00691,PR006,CL002,family_medicine,2026-04-22T09:00:00,2026-04-22T09:40:00,in_person,follow_up,open,0.83
SL00692,PR006,CL002,family_medicine,2026-04-22T09:30:00,2026-04-22T10:10:00,in_person,follow_up,open,0.84
SL00693,PR006,CL002,family_medicine,2026-04-22T10:00:00,2026-04-22T10:40:00,in_person,new_issue,open,0.48
